	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR
56533	2598.36725528219	1995.37288162705	0.198628609845538	5.93154879056139	17.7348943117387	0.000329244599857473	0.00186623586130977
22248	676.407838983339	845.653529447807	-0.22796411461595	4.39570384519687	17.5392869168512	0.000329816938659145	0.00186856748520662
71709	307.682973240106	362.724734186896	-0.290800282440473	3.22600378043153	17.5383086468766	0.000329914502715325	0.00186856748520662
11647	152.573106467932	207.718922392418	-0.413370531982258	2.38460673865266	17.5339266546453	0.000330351909622749	0.00187031198655982
70363	318.204685401542	187.799535820777	0.428952939094325	2.6981812853021	17.5257593194425	0.000331168851189043	0.00187420304427816
15898	8358.80913818925	8228.87096629397	0.144808921236956	7.83911348908723	17.515373718518	0.000332210851778947	0.00187936424720662
218630	27.8611759801797	51.8941009191564	-0.75300360906296	0.159184189635553	17.5073049703896	0.000333022861673897	0.00188322083045169
17524	1366.51594661332	1450.42103855323	-0.169764087784356	5.26609087779089	17.5023698079505	0.000333520582834848	0.00188529781161317
319262	367.91585515964	447.430679042955	-0.260932699495727	3.51818509295822	17.4973458091314	0.000334028094722897	0.0018874284914483
19309	1195.00059284221	1063.00539151973	0.240873010818642	4.97983819895007	17.6903029781766	0.000335232514966516	0.00189137795950355
12442	66.1461877330962	43.4602427141266	0.663299881494695	0.674908451627471	17.4848885535104	0.00033529012393222	0.00189137795950355
433315	23.0984717510025	41.6264135858004	-0.875187220682266	-0.135906424913248	17.484610258358	0.000335318376845232	0.00189137795950355
14871	231.046757522373	294.965489202412	-0.342944953645936	2.86027462319934	17.4844507886987	0.000335334567595357	0.00189137795950355
20813	2151.87655119247	2366.65265116014	-0.157761819629581	5.95559380377448	17.4832901147786	0.000335452434957322	0.00189137795950355
67839	1523.41342844389	1847.57027646294	-0.207781595469337	5.55271638713721	17.609208437947	0.000335512182659962	0.00189137795950355
277010	319.459457929223	390.87652556266	-0.316165353252516	3.34101871292936	17.4800821651591	0.000335778439309428	0.00189214095975769
69726	667.379708976342	751.552571714927	-0.200031159767331	4.30489266395191	17.4717777769312	0.000336623965826311	0.00189616632971687
13992	8363.73636124961	7244.50647970039	0.161718229055553	7.76147645018217	17.6126485998063	0.000337380746316746	0.00189899323118265
69672	2043.51125620928	1861.8740936433	0.155966145164859	5.75704280247234	17.4642875349745	0.000337388585697872	0.00189899323118265
100503068	1734.19846099439	1435.23790396057	0.205171055708365	5.52819650440628	17.4698506899615	0.000337823379367482	0.00190017858872629
108735	1549.74829449484	1333.40234142669	0.177645840426088	5.33319112819024	17.4596581056173	0.000337862112427464	0.00190017858872629
68067	326.577721855315	435.259389456987	-0.29789636831497	3.34708586830054	17.4380217414302	0.000340084821098213	0.00191193543529894
11800	3469.99757860151	2924.83331405259	0.141674901323131	6.46135091377928	17.4336429282203	0.000340536590398007	0.00191373090109362
17119	1193.45407994309	1030.66535882241	0.201544184450869	4.97598924853608	17.4293672339092	0.00034097835086721	0.00191546874599093
19108	441.630620224249	355.386619050869	0.237309277849606	3.50246470589652	17.4186866227976	0.000342084587352129	0.00192093652897734
