	KORS2	WTRS2	logFC	logCPM	F	PValue	FDR
58234	10130.5607868307	8740.44440691663	0.168096346616613	8.07692852633508	9.52596743519601	0.0039734261098631	0.328055993195572
19011	83.1269107832405	60.8205322239536	0.50238736309824	0.831524014485129	9.34392560320183	0.00400952953688878	0.329166518082096
56233	1363.10824095136	1504.61507877158	-0.190403430657104	5.53474617178592	9.39528546403181	0.00409454505058998	0.3326737736249
243499	904.124296088647	831.721611231995	0.135905635668513	4.54584817257606	9.2942910114559	0.00409803905298033	0.3326737736249
78656	2312.90761314423	2196.89130578481	0.0943125986608152	5.98645740796634	9.26949597596883	0.0041430308348142	0.334457672559362
69219	4177.61630522972	3886.42253227422	0.0934310958379727	6.8163747835032	9.22133678975733	0.00423192717552089	0.337963968173227
107684	1558.41414253722	1651.26231977792	-0.113742766043789	5.61226672614158	9.22077253692342	0.00423298067631459	0.337963968173227
14733	2926.84449870049	3124.10623130754	-0.141408972427633	6.43316160631738	9.20640771663223	0.00425989507033456	0.338254291076674
240816	167.673490865101	201.353763279496	-0.27839002016078	2.40782648474712	9.19288928629041	0.00428539006639179	0.33842936442793
217143	52.5280199601944	34.7505998885707	0.62101453816657	-0.0899034265067235	9.13441062940134	0.00439756348775567	0.339426387461319
16835	884.721066051895	728.024400954816	0.25309917302674	4.69475434734915	9.32179208370769	0.00439953472726484	0.339426387461319
225849	4366.9647704749	4019.64697894367	0.0966719447125871	6.99773867651785	9.12200422635344	0.00442176090836207	0.339426387461319
229589	1265.05148587835	1176.4272577388	0.106056592827223	5.17287562012573	9.10615277469735	0.00445288400858859	0.339426387461319
626534	214.337304734971	167.038231080336	0.355510690212768	2.47958575797368	9.13688252129621	0.00445461570425114	0.339426387461319
71643	175.556496829006	210.262895392116	-0.243120712855379	2.58720414018942	9.10309233712882	0.00445891975952303	0.339426387461319
52838	1564.80338863136	1426.5296686636	0.108215264234337	5.36988758284822	9.1017720032297	0.0044615263922037	0.339426387461319
381489	260.90046605398	333.295387881996	-0.339028528354729	2.99634316232272	9.1919301504433	0.00453533314208386	0.343239363863323
14871	211.64167317061	243.228011603827	-0.245988666865905	2.84990235785081	9.05291380279475	0.00455913339861814	0.343239363863323
